524.1319	574.28094	0	3709049198834366
524.1319	574.2219	0	3709049215503408
523.89594	573.455	0	3709049231562991
523.60095	571.92126	0	3709049250089450
523.07	571.15436	0	3709049264796866
522.53906	570.91833	0	3709049281900658
521.12317	571.56726	0	3709049298202033
519.0584	574.045	0	3709049315754950
518.5864	576.6406	0	3709049331465866
518.7044	579.5903	0	3709049348816074
519.58936	582.3629	0	3709049364803574
520.47424	583.4838	0	3709049382043908
523.54193	584.0147	0	3709049397934325
524.48584	582.24493	0	3709049415667617
526.0197	578.94135	0	3709049431670325
527.1406	575.63776	0	3709049448668283
526.9636	572.8651	0	3709049464874866
524.8988	570.03345	0	3709049482459200
522.952	569.7975	0	3709049498139116
520.7692	570.6824	0	3709049514950116
518.64545	572.92413	0	3709049531458283
517.58356	577.58453	0	3709049548866116
517.70154	581.53705	0	3709049564594866
518.0555	584.72266	0	3709049581438075
519.2944	585.9025	0	3709049598029408
521.53613	585.9025	0	3709049614959408
524.54486	582.8349	0	3709049631508700
526.4327	578.94135	0	3709049648791325
527.96655	575.4608	0	3709049664797324
527.8486	572.9831	0	3709049681807700
525.4888	571.2133	0	3709049698234075
523.07	571.09534	0	3709049714991074
520.65125	572.80615	0	3709049731287741
518.64545	575.5198	0	3709049749073991
517.4655	578.4694	0	3709049765447367
519.2944	583.24786	0	3709049781531616
521.12317	584.4867	0	3709049798413825
523.66	584.66364	0	3709049814712074
525.5478	583.3068	0	3709049831502825
527.61255	580.00323	0	3709049849955949
529.2644	574.45795	0	3709049864651574
528.55646	571.3313	0	3709049882312158
526.66864	569.62054	0	3709049897992991
524.0139	569.44354	0	3709049915336075
519.35333	573.0421	0	3709049931444867
517.52454	576.40466	0	3709049948014825
517.9375	579.9442	0	3709049964680991
518.2325	583.18884	0	3709049981224283
519.58936	585.01764	0	3709049998314075
523.77795	584.9586	0	3709050015557575
525.4888	582.068	0	3709050032030325
527.1996	578.23346	0	3709050048906658
528.2025	575.04785	0	3709050064761783
527.1996	572.62915	0	3709050081183200
523.30597	571.74426	0	3709050098170200
519.70734	573.927	0	3709050115251742
517.58356	576.8176	0	3709050131351450
516.9346	580.1212	0	3709050149045991
516.2267	584.66364	0	3709050166757575
518.29144	585.43054	0	3709050183514033
522.2441	585.3716	0	3709050198157741
525.96075	582.89386	0	3709050214796283
529.7364	578.7644	0	3709050231420283
532.92206	572.45215	0	3709050248270950
532.3321	569.0896	0	3709050264763033
530.09033	567.3198	0	3709050281692700
526.7866	567.4378	0	3709050298619491
520.9462	571.74426	0	3709050314784158
518.4094	575.75574	0	3709050331260992
518.0555	580.1212	0	3709050348206866
518.17346	584.3687	0	3709050364716491
519.35333	587.08234	0	3709050381837033
523.66	587.9672	0	3709050398035700
526.66864	586.49243	0	3709050416125617
528.6155	582.30396	0	3709050431307033
529.5594	577.5255	0	3709050448884658
529.67737	573.57306	0	3709050464779700
525.60675	569.7975	0	3709050481290575
521.12317	569.7385	0	3709050498063075
516.9346	572.1572	0	3709050514754200
513.21796	575.63776	0	3709050531478533
510.09125	582.3629	0	3709050548019366
511.50714	586.4334	0	3709050565226200
515.6367	588.4392	0	3709050581328825
521.12317	588.5572	0	3709050598069408
526.3147	586.96436	0	3709050614757741
531.5652	580.3572	0	3709050642062825
532.5681	571.86224	0	3709050666119617
529.79535	569.0306	0	3709050691244367
519.6483	571.8032	0	3709050719072116
517.40656	576.87665	0	3709050745852075
515.9317	587.31836	0	3709050771942033
520.65125	590.6809	0	3709050786128492
524.72186	590.5629	0	3709050812199325
531.3882	583.83777	0	3709050838496950
531.9191	572.51117	0	3709050865212908
528.91046	570.4464	0	3709050889898700
521.24115	572.03925	0	3709050915221283
517.58356	577.3486	0	3709050939169491
517.70154	582.6579	0	3709050963422992
521.8311	589.973	0	3709050990925533
531.68317	587.2003	0	3709051018788617
533.98395	581.83203	0	3709051042814283
534.9869	570.6824	0	3709051065239992
530.85724	565.96295	0	3709051091115825
521.71313	569.7385	0	3709051116912075
517.9965	574.8119	0	3709051140594867
516.28564	580.65216	0	3709051163511533
519.0584	588.3212	0	3709051190640908
527.02264	584.66364	0	3709051214567658
531.21124	579.5313	0	3709051237809283
534.8099	571.86224	0	3709051258935783
530.56226	564.8421	0	3709051292997117
521.3592	567.67377	0	3709051322825867
517.8785	579.00037	0	3709051351365700
521.9491	585.60754	0	3709051381988658
528.26154	585.2536	0	3709051405344409
531.5652	581.95	0	3709051430465159
534.92786	575.6968	0	3709051455419409
533.158	574.2219	0	3709051480275284
524.9578	576.9356	0	3709051503616700
523.71893	580.06226	0	3709051526762075
524.3089	586.1385	0	3709051555748909
529.4414	585.3716	0	3709051581076284
531.3882	583.83777	0	3709051604875992
531.21124	581.655	0	3709051627867325
527.5536	583.6018	0	3709051651392784
522.83405	585.78455	0	3709051676559950
519.6483	585.1356	0	3709051700926409
517.34753	581.596	0	3709051729911783
